DATE;Levegő páratartalom;Talaj nedvesség 60 cm;Légnyomás;Levegő hőmérséklet;Napelem töltő feszültség;Külső akkufeszültség;Csapadék;Talaj hőmérséklet 0 cm;Szél irány;Belső akkufeszültség;Csapadék Számláló;Levél nedvesség;Besugárzás;Szél lökés;Talaj nedvesség 90 cm;Fény egység;Talaj nedvesség 120 cm;Fagy;Szél sebesség;Talaj nedvesség 30 cm
2021. 4. 1. 13:00;40,38667;13,697915;1006,2666;22,966667;20,35375;13,223416;0;9,341668;12,064785;4,2313333;0;0;251,66667;8,583333;7,956165;715,0833;0;-1;3,25;12,964082
2021. 4. 1. 14:00;38,798336;13,241748;1005,44995;23,283333;20,672749;13,20025;0;9,466667;51,62962;4,23125;0;0;250;7,5;7,8669133;404,5;0;-1;2,4166667;12,785581
2021. 4. 1. 15:00;39,435;13,301247;1004,80817;23,08333;19,608166;13,178668;0;9,608333;28,200672;4,2306666;0;0;167,08333;9,25;7,886748;454,83334;0;-1;2,8333333;12,805413
2021. 4. 1. 16:00;42,427498;13,152497;1004,425;21,858332;16,888498;13,048752;0;9,758332;17,59135;4,2260833;0;0;44,166668;6,9166665;7,84708;566;0;-1;2;12,696331
2021. 4. 1. 17:00;45,615;13,0929985;1004,23334;20,441668;4,395166;12,975583;0;9,841668;45,28889;4,21975;0;0;1,25;3,3333333;7,7776647;3,5833333;0;-1;0,33333334;12,587249
2021. 4. 1. 18:00;49,338333;12,954165;1004,2249;19,008333;0;12,944084;0;9,900001;78,05877;4,215667;0;0;0;3;7,7578316;324,66666;0;-1;0,5833333;12,537665
2021. 4. 1. 19:00;54,99083;12,78558;1003,89996;17,833334;0;12,922168;0;9,983334;71,12377;4,213083;0;0;0;3,5833333;7,7479153;1,1666666;0;0;0,5833333;12,557498
2021. 4. 1. 20:00;58,41167;12,63683;1003,6499;16,783335;0;12,898667;0;10,016666;42,484756;4,210916;0;0;0;4;7,7379985;19,5;0;0;1,3333334;12,587249
2021. 4. 1. 21:00;60,867496;12,448415;1003,40826;15,458335;0;12,87775;0;10,099999;47,854862;4,206583;0;0;0;5,3333335;7,7479153;0;0;0;1,8333334;12,587249
2021. 4. 1. 22:00;64,286674;12,378997;1002,3499;13,724999;0;12,852834;0;10,099999;34,278793;4,20375;0;0;0;5,5;7,7379985;0;0;0;1,6666666;12,597164
2021. 4. 1. 23:00;65,88416;12,230247;1002,03326;12,849998;0;12,842002;0;10,091666;55,44723;4,2017503;0;0;0;4,6666665;7,728082;649,1667;0;0;1,0833334;12,616998
2021. 4. 2. 0:00;63,202496;12,22033;1001,71674;13,283334;0;12,817584;0;10,049999;27,56586;4,19925;0;0;0;5,3333335;7,7379985;324,58334;0;0;1,5;12,676498
2021. 4. 2. 1:00;58,590008;12,448414;1001,4417;14,774999;0;12,808251;0;10;332,83163;4,1979165;0;0;0;7,8333335;7,7379985;0;0;0;2,4166667;12,607081
2021. 4. 2. 2:00;56,358337;12,309581;1001,42505;14,95;0;12,7942505;0;9,966666;334,78027;4,1964993;0;0;0;5,25;7,7379985;4,0833335;0;0;1,1666666;12,656665
2021. 4. 2. 3:00;56,757496;12,359164;1001,5168;14,299999;0,17491667;12,791249;0;9,900001;306,51883;4,195833;0;0;0;4,3333335;7,7578316;3,8333333;0;0;1,3333334;12,656665
2021. 4. 2. 4:00;59,461666;12,210414;1001,7917;13,458332;12,32925;12,7825;0;9,900001;274,9641;4,193667;0;0;9,166667;4,5;7,7479153;8,083333;0;0;1,25;12,696332
2021. 4. 2. 5:00;58,850002;12,42858;1002,0334;13,400001;16,767084;12,836166;0;9,900001;264,58582;4,1924167;0;0;59,583332;6;7,7479153;381,5;0;0;2;12,636832
2021. 4. 2. 6:00;58,43333;12,48808;1002,35834;13,741668;17,521416;12,997251;0;9,900001;277,19855;4,1914163;0;0;121,666664;5,9166665;7,747915;459;0;0;2,1666667;12,63683
2021. 4. 2. 7:00;56,359173;12,696332;1002,5999;15,25;18,355917;13,230831;0;9,900001;261,68112;4,23625;0;0;305,83334;6,5833335;7,797498;335,75;0;-1;2,9166667;12,636832
2021. 4. 2. 8:00;53,493332;12,874831;1002,9167;16,991669;20,055248;13,308;0;9,841668;270,32153;4,2300835;0;0,41666666;292,08334;8,833333;7,817331;325,66666;0;-1;3,8333333;12,656665
2021. 4. 2. 9:00;52,877502;12,914497;1003,0583;17,016668;18,892166;13,161251;0;9,900001;262,6601;4,227667;0;1,6666666;168,33333;9;7,7578316;189,91667;0;-1;3,9166667;12,597164
2021. 4. 2. 10:00;44,322998;12,854998;1003;17,3;20,326;13,2498;0;9,900001;255,44196;4,232;0;0;385;10,1;7,6784983;740,5;0;-1;5,5;13,033498
2021. 4. 2. 11:00;39,4725;12,825248;1003,2666;19,749998;21,01725;13,277083;0;9,933334;258,64023;4,2309165;0;0;416,25;11,5;7,658664;547,25;0;-1;5;13,3309965
2021. 4. 2. 12:00;37,6975;12,646748;1002,55005;20,541666;20,351665;13,272332;0;10,033334;289,6219;4,2311664;0;0;241,66667;16;7,6189976;692,25;0;-1;5,6666665;13,261582
2021. 4. 2. 13:00;36,89584;12,765746;1002,075;20,15;20,19825;13,114082;0;10,099999;269,59982;4,2289996;0;0;222,08333;14,333333;7,579331;1128,9166;0;-1;6,3333335;13,211997
2021. 4. 2. 14:00;34,69083;12,616998;1001,89166;20,058332;21,179499;13,135333;0;10,208332;262,78278;4,229916;0;0;282,5;17,666666;7,509916;469;0;-1;7,4166665;12,954165
2021. 4. 2. 15:00;34,05;12,577332;1001,81665;18,833332;20,153168;13,230668;0;10,300001;269,2443;4,230167;0;0;156,25;17,666666;7,440499;295,66666;0;-1;7,4166665;12,904582
2021. 4. 2. 16:00;33,605835;12,180664;1001,77496;17,375;16,331835;13,042666;0;10,333335;301,53168;4,2237496;0;0;26,666666;12,75;7,351248;33,25;0;-1;4,75;12,646748
2021. 4. 2. 17:00;38,6875;11,813747;1002,18335;15,691666;5,032167;12,965167;0;10,400001;299,82846;4,21975;0;0;1,25;9,25;7,2818313;0;0;-1;3,5;12,547582
2021. 4. 2. 18:00;44,765835;11,655082;1002,88324;14,108333;0;12,930333;0;10,400001;263,12903;4,2159166;0;0;0;9,25;7,2719154;780,1667;0;-1;3,25;12,547582
2021. 4. 2. 19:00;56,06499;11,506331;1003,23334;12,433333;0;12,902416;0;10,400001;259,76398;4,2115836;0;0;0;5;7,242165;0;0;0;1,6666666;12,567414
2021. 4. 2. 20:00;58,34584;11,377415;1003,1416;11,133334;0;12,874832;0;10,400001;240,91663;4,2097497;0;0;0;3,0833333;7,2520823;0;0;0;0,6666667;12,636832
2021. 4. 2. 21:00;56,95583;11,268331;1003,16656;9,658334;0;12,851334;0;10,366668;255,95915;4,206917;0;0;0;4,5833335;7,2619987;0,33333334;0;0;1,6666666;12,66658
2021. 4. 2. 22:00;56,931667;11,188998;1002,95;8,741666;0;12,817666;0;10,300001;255,0438;4,203833;0;0;0;3,4166667;7,2719154;155,08333;0;0;0,75;12,716164
2021. 4. 2. 23:00;61,045834;11,198914;1002,19165;7,9499993;0;12,793583;0;10,250001;258,2328;4,2025833;0;0;0;4,5833335;7,281832;352,33334;0;0;1,1666666;12,785581
2021. 4. 3. 0:00;63,145832;11,188998;1002,06665;7,275;0;12,772;0;10,124999;252,80563;4,2014165;0;0;0;4;7,2917485;0;0;0;0,8333333;12,735997
2021. 4. 3. 1:00;59,285828;11,179081;1001,93335;7,2833333;0;12,754917;0;10,049999;318,93582;4,198583;0;0;0;3,25;7,311582;324,58334;0;0;0,5;12,795498
2021. 4. 3. 2:00;60,573334;11,228664;1001,6665;7,4250007;0;12,745499;0;9,916667;267,86188;4,198;0;0;0;6,8333335;7,351248;1,4166666;0;0;2,75;12,805413
2021. 4. 3. 3:00;60,98167;11,208832;1001,97504;7,5;0,119166665;12,735832;0;9,85;267,67456;4,195667;0;0;0;5,1666665;7,3611646;1;0;0;1,5833334;12,7459135
2021. 4. 3. 4:00;59,227493;11,288165;1001,90845;7,5749993;10,847249;12,740833;0;9,800001;259,06805;4,1945;0;0;3,3333333;4,75;7,371081;5,3333335;0;0;1,4166666;12,785581
2021. 4. 3. 5:00;60,33;11,268331;1002,64154;7,5750003;16,026499;12,723666;0;9,674998;302,6224;4,193667;0;0;20,416666;5,6666665;7,3611646;332;0;0;1,5833334;12,795497
2021. 4. 3. 6:00;62,4575;11,278248;1002,89996;8,133332;16,779837;12,8377495;0;9,599999;282,48044;4,1930833;0;0;66,25;7,5833335;7,3909144;62,666668;0;0;2,75;12,805413
2021. 4. 3. 7:00;57,701664;11,347665;1003,2249;9,016667;18,37075;13,198169;0;9,599999;279,70825;4,216417;0;0;204,16667;10,833333;7,3909144;246,58333;0;-1;4,25;12,785583
2021. 4. 3. 8:00;53,304173;11,387332;1003,59174;10,058332;20,114;13,458835;0;9,516666;267,13684;4,231667;0;0;281,66666;10,5;7,3512483;329,66666;0;-1;4,75;12,745914
2021. 4. 3. 9:00;50,370834;11,456749;1004,0251;11,066666;21,688416;13,404667;0;9,5;260,9331;4,2306666;0;0;351,66666;10,75;7,301665;663,25;0;-1;4,25;12,646748
2021. 4. 3. 10:00;43,47417;11,952582;1003,97504;12,791667;21,3535;13,407749;0;9,5;274,94873;4,231167;0;0;548,75;9,333333;7,331415;1407,5834;0;-1;3,6666667;12,607081
2021. 4. 3. 11:00;37,405834;12,279831;1003,74994;14,158333;21,524752;13,364583;0;9,5;259,15085;4,2309165;0;0;497,91666;12,416667;7,311581;637,3333;0;-1;5,1666665;12,696331
2021. 4. 3. 12:00;37,300835;11,922832;1004,26666;13,783333;20,255;13,358916;0;9,55;250,35336;4,2315836;0;0;239,16667;10,333333;7,212415;396,83334;0;-1;4,5833335;12,537663
2021. 4. 3. 13:00;43,042507;11,605498;1004,3167;12,533334;20,101332;13,261167;0;9,599999;264,02045;4,2278333;0;0,41666666;180,41667;11,333333;7,142998;562;0;-1;4,6666665;12,4384985
2021. 4. 3. 14:00;42,635;11,456749;1004,27496;13,058333;20,276415;13,237332;0;9,624999;258,0105;4,22825;0;0;206,66667;11,272727;7,1330814;293;0;-1;4,909091;12,458332
2021. 4. 3. 15:00;45,280003;11,317914;1004,55005;11,799999;17,86875;13,189915;0;9,699999;267,70996;4,2226667;0;0;74,583336;9,166667;7,1330814;97,25;0;-1;4;12,428582
2021. 4. 3. 16:00;53,155;11,11958;1004,86676;10,625001;16,80825;13,10625;0;9,733332;250,84018;4,2182503;0;0;37,083332;5,9166665;7,0934143;998,1667;0;-1;2,1666667;12,527748
2021. 4. 3. 17:00;58,004993;11,020415;1005,4583;9,55;5,528084;12,983585;0;9,800001;269,0913;4,217083;0;0;2,5;5,1666665;7,1132483;1;0;-1;1,5833334;12,597164
2021. 4. 3. 18:00;60,420826;11,040248;1006,3416;8,666667;0;12,950333;0;9,750001;266,43192;4,2122498;0;0;0;7,3333335;7,1132474;0;0;-1;2,5833333;12,547582
2021. 4. 3. 19:00;70,16584;11,020415;1006,9666;7,3750005;0;12,920667;0;9,699999;270,8178;4,2099996;0;0;0;8,083333;7,142998;324,75;0;0;3,3333333;12,527748
2021. 4. 3. 20:00;73,965;10,950997;1007,31665;6,800001;0;12,899919;0;9,608333;254,0108;4,20675;0;0;0;7,6666665;7,1529145;941;0;0;3,1666667;12,646749
2021. 4. 3. 21:00;73,225006;10,950997;1007,45844;6,6499996;0;12,8793335;0;9,599999;272,9667;4,204;0;0;0;5,0833335;7,1925826;15,416667;0;0;1,6666666;12,656665
2021. 4. 3. 22:00;76,01834;10,950997;1007,91656;6,050001;0;12,85725;0;9,525001;246,59842;4,2031665;0;0;0;7,1666665;7,202498;0;0;0;2,8333333;12,646747
2021. 4. 3. 23:00;80,41333;10,980747;1007,42505;6,0916667;0;12,834916;0;9,408334;254,92665;4,200917;0;0;0;8,666667;7,2619987;4,8333335;0;0;3,5;12,696331
2021. 4. 4. 0:00;80,363335;10,960915;1007,64996;5,9666667;0;12,806499;0;9,400001;250,92697;4,19875;0;0;0;9,166667;7,2520814;973,75;0;0;3,6666667;12,696331
2021. 4. 4. 1:00;77,2225;11,000581;1007,9417;5,608333;0;12,77225;0;9,316668;264,96558;4,197167;0;0;0;11,166667;7,2719154;18,166666;0;0;5,1666665;12,785581
2021. 4. 4. 2:00;78,49084;11,069997;1008,2249;5,1416664;0;12,756667;0;9,283335;263,25632;4,196833;0;0;0;10;7,3214984;152,33333;0;0;4,5;12,825248
2021. 4. 4. 3:00;78,96751;11,079915;1008,37506;4,6666665;0,31875;12,733083;0;9,1833315;249,18788;4,1941667;0;2,0833333;0;4,5833335;7,3413315;0;0;0;1,6666666;12,874831
2021. 4. 4. 4:00;80,64667;11,069997;1008,59155;4,6833334;11,879416;12,722667;0;9,099999;262,94293;4,1935;0;0;5,4166665;5,3333335;7,341331;1,5833334;0;0;2,0833333;12,864914
2021. 4. 4. 5:00;81,40584;11,030331;1009,5417;4,5000005;16,78;12,8047495;0;9,066667;267,62946;4,1925836;0;0;58,333332;10,083333;7,311581;54,416668;0;0;4,75;12,835164
2021. 4. 4. 6:00;73,152504;11,089831;1009,675;6,016667;17,507584;13,143333;0;8,966666;262,50687;4,191;0;0;280,83334;10,916667;7,380998;435,75;0;0;5,1666665;12,874831
2021. 4. 4. 7:00;61,745834;11,079913;1009,9917;7,1083336;19,623833;13,260417;0;8,900001;238,9657;4,1988335;0;0;209,58333;12,083333;7,291748;271,66666;0;-1;5,5833335;12,75583
2021. 4. 4. 8:00;62,68334;11,188996;1010,3584;6,9083333;18,015581;13,366084;0;8,900001;251,35602;4,2314167;0;0;161,66667;11,5;7,2619987;187,41667;0;-1;5,1666665;12,706248
2021. 4. 4. 9:00;65,33166;11,1294985;1010,4583;6,8249993;18,959417;13,316415;0;8,900001;241,00903;4,2233334;0;0,8333333;147,91667;8,75;7,2520823;1117,75;0;-1;3,5833333;12,735997
2021. 4. 4. 10:00;70,385;11,198914;1010,2749;7,091667;20,867418;13,376832;0;8,866667;244,05908;4,22675;0;2,5;245,41667;8;7,2520823;295,91666;0;-1;3,1666667;12,696331
2021. 4. 4. 11:00;62,378338;11,278248;1009,89154;8,658334;20,731417;13,566166;0;8,800001;247,7135;4,2341666;0;2,0833333;484,16666;10,5;7,242165;537,4167;0;-1;5,1666665;12,676497
2021. 4. 4. 12:00;51,8425;11,347665;1009,1333;10,258332;19,189499;13,504916;0;8,816668;251,61093;4,232917;0;0;270;10,333333;7,202499;399;0;-1;4,25;12,597164
2021. 4. 4. 13:00;50,1275;11,288166;1008,64166;9,966666;19,12708;13,274583;0;8,900001;239,00586;4,2278333;0;0;119,583336;8,333333;7,162831;135,16667;0;-1;2,8333333;12,587249
2021. 4. 4. 14:00;47,5975;11,129498;1008,42505;10,016667;18,776585;13,254582;0;8,900001;240,23862;4,2232494;0;0;110;7,6666665;7,142998;119,833336;0;-1;3,1666667;12,597164
2021. 4. 4. 15:00;48,530003;11,099748;1008,39166;9,808333;16,767;13,101167;0;8,900001;231,21259;4,217667;0;0;49,166668;6,25;7,142998;826,5833;0;-1;2,1666667;12,646749
2021. 4. 4. 16:00;45,8475;11,069999;1008,3416;9,608334;16,251417;13,039668;0;8,900001;233,23811;4,2145834;0;0;31,666666;4,25;7,1231647;41,5;0;-1;1,25;12,607082
2021. 4. 4. 17:00;46,599167;11,020415;1008,55005;8,858335;5,514417;12,969001;0;8,900001;223,10846;4,2120004;0;0;1,25;2,6363637;7,1231647;27,416666;0;-1;0,27272728;12,656665
2021. 4. 4. 18:00;49,53333;10,960915;1008,94165;8,183333;0;12,943084;0;8,900001;257,45883;4,21025;0;0;0;0,8333333;7,142998;11,583333;0;-1;0,083333336;12,636832
2021. 4. 4. 19:00;57,06833;10,960915;1009,20013;6,566667;0;12,911834;0;8,900001;297,7128;4,2077503;0;0;0;0;7,1727486;0;0;0;0;12,686416
2021. 4. 4. 20:00;64,2825;11,000581;1009,125;4,9583335;0;12,883083;0;8,900001;297,88864;4,2046666;0;0;0;0;7,2520823;0;0;0;0;12,8153305
2021. 4. 4. 21:00;61,90167;10,980747;1009,0583;4,275;0;12,849667;0;8,866667;298,299;4,2026668;0;0;0;0;7,202498;0;0;0;0;12,765748
2021. 4. 4. 22:00;53,198334;10,950997;1008,17505;5;0;12,812917;0;8,800001;278,1837;4,2015834;0;0;0;3,75;7,232249;324,75;0;0;0,8333333;12,785581
2021. 4. 4. 23:00;57,315838;10,960915;1008,05;3,6916666;0;12,780084;0;8,750001;273,22577;4,199167;0;0;0;0,9166667;7,2619987;0;0;0;0;12,8153305
2021. 4. 5. 0:00;57,520004;11,00058;1007,8418;2,9333334;0;12,745915;0;8,624999;257,70886;4,1980834;0;0;0;1,5;7,2619987;5,8333335;0;0,16666667;0;12,854997
2021. 4. 5. 1:00;60,389175;10,980747;1007,45;1,9833335;0;12,71975;0;8,566667;235,65997;4,1954165;0;0;0;0,5833333;7,2818313;0;0;1;0;12,90458
2021. 4. 5. 2:00;64,26;11,040249;1007,325;1,3249999;0;12,699584;0;8,433333;235,63026;4,193917;0;0;0;1,25;7,341331;1,3333334;0;1;0;12,993832
2021. 4. 5. 3:00;65,784996;11,0600815;1007,07495;0,76666665;0,64558333;12,682248;0;8,358334;173,28441;4,1916666;0;0;0;1,75;7,341331;324,58334;0;1;0;13,043415
2021. 4. 5. 4:00;65,9775;11,069999;1006,7917;0,35;14,093417;12,664084;0;8,283335;174,3051;4,1963334;0;0;9,166667;0,8333333;7,371082;0,5833333;0;1;0;13,122749
2021. 4. 5. 5:00;61,768337;11,179081;1006,80835;1,7333335;16,785666;12,738584;0;8,141665;2,9021206;4,191834;0;0;30;3,25;7,4305816;13;0;1;0,5833333;13,063248
2021. 4. 5. 6:00;51,13;11,079914;1006,4666;5,8999996;16,799416;13,066001;0;8,075;59,390377;4,1908336;0;0;298,75;4,0833335;7,380998;486,08334;0;0;0,8333333;12,954164
2021. 4. 5. 7:00;39,056667;11,258415;1006,05835;9,675;19,561333;13,253917;0;8;16,12051;4,191;0;0;470,83334;6,25;7,3909144;334,5;0;-1;2;12,84508
2021. 4. 5. 8:00;34,430836;11,436915;1005,5833;10,741666;21,854332;13,322749;0;7,991667;356,6132;4,2244997;0;0;602,9167;9,75;7,351248;411,58334;0;-1;3,5;12,795497
2021. 4. 5. 9:00;32,170834;11,664998;1004,675;11,599999;21,845749;13,445918;0;8;63,88247;4,2309165;0;0;695,8333;11,583333;7,2818313;536,1667;0;-1;4,3333335;12,656663
2021. 4. 5. 10:00;29,91667;11,942664;1003,9751;12,450001;21,666582;13,475082;0;8,083333;57,814796;4,2290835;0;0;736,6667;11,583333;7,2223315;620;0;-1;4,75;12,587249
2021. 4. 5. 11:00;29,728333;11,912914;1002,7249;12,908333;21,757751;13,341582;0;8,116666;35,105103;4,2301664;0;0;611,6667;13,333333;7,1330814;638,25;0;-1;5,4166665;12,527749
2021. 4. 5. 12:00;29,667498;11,456749;1001,31665;13,141667;20,560167;13,236084;0;8,249999;140,32237;4,2309165;0;0;216,25;16,083334;7,0438304;903,6667;0;-1;6,5;12,428581
2021. 4. 5. 13:00;30,919998;11,664998;1000,00836;13,691667;20,894667;13,45625;0;8,300001;88,837654;4,2327495;0;0;295,83334;14,333333;7,0140805;664,75;0;-1;6;12,378997
2021. 4. 5. 14:00;31,963333;11,496415;999,07495;14,116666;21,478834;13,350669;0;8,391667;126,85203;4,2319164;0;0;387,5;15,416667;6,934748;621,75;0;-1;5,8333335;12,349248
2021. 4. 5. 15:00;32,6925;11,149331;998,1418;13,625;20,443834;13,370083;0;8,441668;85,48051;4,231333;0;0;192,5;14,583333;6,914915;369,75;0;-1;5,4166665;12,388915
2021. 4. 5. 16:00;35,94167;11,069999;997,58344;12,541668;16,427584;13,075583;0;8,533334;57,87603;4,2246666;0;0;25,833334;11,75;6,8653316;45,083332;0;-1;4,1666665;12,339332
2021. 4. 5. 17:00;39,273335;10,921248;996,97504;11,333333;5,4009166;12,996583;0;8,599999;48,7871;4,221;0;0;0,8333333;6;6,8454986;9,083333;0;-1;1,5;12,418666
2021. 4. 5. 18:00;46,28;10,831998;996,63336;9,583334;0;12,9644165;0;8,599999;99,24678;4,2166667;0;0;0;3,75;6,8454976;3,25;0;-1;0,5833333;12,448415
2021. 4. 5. 19:00;52,60583;10,782414;996,0916;8,141667;0;12,932916;0;8,599999;73,38762;4,213;0;0;0;3,8333333;6,855415;153,83333;0;0;0,5833333;12,428581
2021. 4. 5. 20:00;55,615;10,732831;995,3916;7,5833325;0;12,913499;0;8,599999;76,00308;4,211;0;0;0;6,1666665;6,9049973;0;0;0;1,3333334;12,5079155
2021. 4. 5. 21:00;60,648335;10,683247;994,7583;7,2416663;0;12,887584;0;8,599999;126,72482;4,206917;0;0;0;6,5;6,954581;0;0;0;1,5833334;12,5079155
2021. 4. 5. 22:00;67,21751;10,772499;995,1501;6,058333;0;12,873333;0;8,599999;90,407135;4,2056665;0;0;0;5,5;6,9942474;0;0;0;1,1666666;12,587247
2021. 4. 5. 23:00;69,945;10,812165;994,51666;5,65;0;12,849416;0;8,566667;80,10417;4,20325;0;0;0;4,5833335;7,043831;4,4166665;0;0;0,75;12,646748
2021. 4. 6. 0:00;70,809166;10,822082;994,0083;5,316667;0;12,831417;0;8,491667;86,076;4,2028337;0;0;0;5,25;7,083498;18;0;0;1;12,666581
2021. 4. 6. 1:00;72,24167;10,802249;993,6084;5,1333327;0;12,808583;0;8,400001;72,99486;4,2;0;0;0;4,4166665;7,053747;0;0;0;0,6666667;12,587249
2021. 4. 6. 2:00;73,09584;10,891499;993,2917;5,1333327;0;12,785167;0;8,400001;71,61962;4,197333;0;0;0;4,6666665;7,093414;830,5833;0;0;1,0833334;12,676498
2021. 4. 6. 3:00;73,251656;10,861749;993,39996;5,1333337;0,34325;12,756333;0;8,333334;28,917608;4,196083;0;0;0;6,6666665;7,033914;0;0;0;2;12,656663
2021. 4. 6. 4:00;70,06416;10,831998;994,69165;5,858333;11,477082;12,736249;0;8,300001;270,3888;4,1948333;0;0;4,5833335;16,166666;7,073581;530,9167;0;0;6,6666665;12,626915
2021. 4. 6. 5:00;69,53667;10,792332;996,25;5,0666666;14,972001;12,722417;0;8,283335;258,71304;4,1940837;0;0;11,666667;21;7,033914;2,0833333;0;0;9,833333;12,607081
2021. 4. 6. 6:00;73,23083;10,673331;997,43335;3,8583329;16,774918;12,722667;0;8,191666;260,20624;4,19325;0;0;27,083334;19,5;7,0140805;13,083333;0;0;8,666667;12,577332
2021. 4. 6. 7:00;73,94584;10,831998;998,16656;3,0666664;16,786667;12,800666;0;8,099999;261,3496;4,1926665;0;2,9166667;55,833332;13,916667;7,093414;491,66666;0;-1;5,5833335;12,616997
2021. 4. 6. 8:00;61,925003;10,782414;998,2751;4,15;18,239416;13,226749;0;8,058332;259,9431;4,2100835;0;4,090909;187,08333;17;7,093415;789,1667;0;-1;8,25;12,686416
2021. 4. 6. 9:00;55,485836;10,782414;998,60834;5,3166666;18,583;13,54375;0;7,9500003;260,67114;4,2327495;0;0;220,83333;20,083334;7,063664;537,0833;0;-1;9,5;12,666581
2021. 4. 6. 10:00;55,002506;10,762582;998,9251;5,1833334;18,444;13,515834;0;7,900001;257,47668;4,23375;0;0,8333333;203,33333;19,166666;7,043831;219,41667;0;-1;8,75;12,597165
2021. 4. 6. 11:00;49,43167;10,782414;998,79156;5,6750007;20,014334;13,57525;0;7,900001;260,76642;4,2314167;0;0;202,08333;16,75;6,994248;222,25;0;-1;7,25;12,597165
2021. 4. 6. 12:00;45,545837;10,792332;998,54987;6,308334;20,878084;13,607583;0;7,900001;255,14973;4,2301664;0;0;220,41667;12,416667;6,9049983;252;0;-1;5;12,388915
2021. 4. 6. 13:00;41,588337;10,891499;998,0916;7,6416664;19,881166;13,516834;0;7,900001;233,19843;4,231083;0;0;226,25;8,583333;7,0537477;277,83334;0;-1;3,4166667;12,378998
2021. 4. 6. 14:00;55,08583;10,891499;998,19995;6,7916665;18,6965;13,325;0;7,900001;207,19638;4,2260838;0;0;109,166664;5,8333335;7,103331;138,75;0;-1;2,1666667;12,309581
2021. 4. 6. 15:00;52,802505;10,792332;998,5666;5,908333;16,777832;13,0928335;0;7,900001;233,27686;4,221;0;0,8333333;35;6,4166665;7,103331;897,4167;0;-1;2;12,448415
2021. 4. 6. 16:00;37,13667;10,742748;998,5417;5,825001;15,910083;13,003166;0;7,900001;261,1916;4,2180834;0;0;20,833334;9,166667;7,063664;20,083334;0;-1;3,3333333;12,438499
2021. 4. 6. 17:00;38,359997;10,683247;998,825;5,433333;3,9510832;12,970584;0;7,900001;292,7953;4,2153335;0;0;0,41666666;5,9166665;7,1033306;0;0;-1;1,3333334;12,478166
2021. 4. 6. 18:00;39,97167;10,693165;999,25;5,058333;0;12,942166;0;7,8083344;285,44318;4,211167;0;0;0;7;7,1033306;839,1667;0;-1;2,1666667;12,458332
2021. 4. 6. 19:00;39,25083;10,673329;999,14166;5,1;0;12,920251;0;7,8000007;236,72064;4,209083;0;0;0;4,8333335;7,063664;1,1666666;0;0;1,3333334;12,468247
2021. 4. 6. 20:00;41,31;10,663414;998,80835;4,7166667;0;12,894669;0;7,8000007;305,02307;4,2068334;0;0;0;4,5833335;7,063664;6,3333335;0;0;0,6666667;12,488082
2021. 4. 6. 21:00;44,25833;10,693165;998,75836;3,9166667;0;12,869834;0;7,7833343;350,74307;4,2044997;0;0;0;4,4166665;7,073581;0;0;0,6666667;0,9166667;12,428581
2021. 4. 6. 22:00;48,859997;10,673331;997,85834;3,3916664;0;12,829501;0;7,6999993;312,6672;4,2015834;0;0;0;3,0833333;7,1231647;0;0;1;0,33333334;12,5079155
2021. 4. 6. 23:00;53,5325;10,663414;997,91675;2,7416668;0;12,789834;0;7,6249995;286,19226;4,2013335;0;0;0;6;7,1132474;0,41666666;0;1;2,0833333;12,567414
2021. 4. 7. 0:00;58,639164;10,732831;997,93335;1,8916665;0;12,745084;0;7,599999;273,12695;4,1983333;0;0;0;7,0833335;7,0834975;325,33334;0;1;2,1666667;12,716164
2021. 4. 7. 1:00;63,83917;10,693164;997,9001;1,0000001;0;12,718834;0;7,5166664;281,03848;4,196833;0;0;0;7,0833335;7,1231647;142,75;0;1;2,25;12,646748
2021. 4. 7. 2:00;68,81333;10,663414;998,2666;0,074999996;0;12,691001;0;7,4083343;315,97336;4,19425;0;0;0;7;7,1231647;11,416667;0;1;1,75;12,686414
2021. 4. 7. 3:00;73,325836;10,732831;998,9001;-0,65833336;0,8812501;12,682418;0;7,350001;317,69916;4,194667;0;0;0;6,6666665;7,103331;0;0;1;1,6666666;12,716164
2021. 4. 7. 4:00;76,104164;10,712997;999,4417;-0,9416668;14,444584;12,657584;0;7,283333;303,60455;4,193333;0;0;8,75;6,5833335;7,1330814;7,8333335;0;1;2,1666667;12,735997
2021. 4. 7. 5:00;75,08583;10,722915;999,77496;0,024999997;16,798334;12,744334;0;7,1499996;286,7777;4,1924167;0;0;31,25;9,166667;7,142998;13,5;0;1;3,5;12,716164
2021. 4. 7. 6:00;61,064167;10,782414;1000,0251;3,3166668;16,80225;13,09225;0;7,0833325;262,87012;4,191917;0;0;321,25;10,416667;7,113249;562,9167;0;0,5;3,9166667;12,636829
2021. 4. 7. 7:00;50,08167;10,762582;1000,3333;5,5416665;18,971333;13,304082;0;7;259,20093;4,1909165;0;0;483,75;12,083333;6,825665;659,8333;0;-1;5,1666665;12,587247
2021. 4. 7. 8:00;40,664165;10,871665;1000,7749;7,2833343;22,094248;13,482583;0;7;270,6;4,2324996;0;0;617,5;12,333333;6,776081;370,75;0;-1;5,5;12,39883
2021. 4. 7. 9:00;32,468334;10,931164;1001,01666;8,808333;22,177252;13,521335;0;7,0166664;256,52393;4,233417;0;0;717,5;14,25;6,7165813;727;0;-1;6,3333335;12,329414
